task,target,unit,feature_source,tabpfn_feature_set,feature_set_display,model_tabpfn,model_display,fold,mbid,y_true,tabpfn_y_pred,tabpfn_absolute_error,ensemble_tabpfn_weight,ensemble_extra_trees_weight,inner_selected_tabpfn_weight,inner_selected_extra_trees_weight,baseline_feature_set,baseline_model,baseline_y_pred,baseline_absolute_error,tabpfn_error_minus_baseline_error,tabpfn_error_ratio_vs_baseline
matbench_phonons,last phdos peak,cm^-1,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-phonons-0976,990.5857004006378,813.7565307617188,176.8291696389191,,,,,magpie_density_packing,extra_trees,967.6464091605267,22.939291240111174,153.88987839880792,7.708571628826929
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,4,mb-steels-101,1233.3,2170.960205078125,937.660205078125,,,,,magpie,extra_trees,1679.3656000000094,446.06560000000945,491.5946050781156,2.1020679583408923
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,4,mb-steels-160,1250.5,2183.41552734375,932.91552734375,,,,,magpie,extra_trees,1727.7748000000097,477.2748000000097,455.6407273437403,1.9546716636699257
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,3,mb-steels-049,1571.2,2090.868408203125,519.668408203125,,,,,magpie,extra_trees,1681.8863999999996,110.6863999999996,408.98200820312536,4.694961695412688
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,0,mb-steels-209,1661.2,1884.26953125,223.06953124999995,,,,,magpie,extra_trees,1669.7585999999992,8.55859999999916,214.5109312500008,26.063787447715963
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,0,mb-steels-003,1736.3,1930.22119140625,193.92119140625005,,,,,magpie,extra_trees,1746.991999999996,10.691999999996142,183.2291914062539,18.13703623328844
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,4,mb-steels-028,1580.0,1368.7509765625,211.2490234375,,,,,magpie,extra_trees,1517.4288000000013,62.571199999998726,148.67782343750127,3.37613827827346
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,0,mb-steels-005,2249.6,2089.1494140625,160.4505859374999,,,,,magpie,extra_trees,2276.4814000000047,26.88140000000476,133.56918593749515,5.9688329453626485
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,4,mb-steels-018,1412.5,1245.159912109375,167.340087890625,,,,,magpie,extra_trees,1456.941800000001,44.44180000000097,122.89828789062403,3.7653760174120166
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,3,mb-steels-253,1577.8,1722.361083984375,144.56108398437505,,,,,magpie,extra_trees,1606.4254,28.625400000000127,115.93568398437492,5.050098303757307
matbench_steels,yield strength,MPa,composition,magpie,Magpie composition,tabpfn,TabPFN,1,mb-steels-094,1605.4,1449.1087646484375,156.2912353515626,,,,,magpie,extra_trees,1660.2226000000007,54.82260000000065,101.46863535156194,2.850854124969643
